year,university,school,degree,Key
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology)**,4916
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4917
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmaceutical Science) (Hons) ^,4918
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),4919
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration,4920
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4921
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4922
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4923
2022,National University of Singapore,NUS Business School,Bachelor of Science (Real Estate),4924
2022,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4925
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Security),4926
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4927
2022,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4928
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Biomedical Engineering),4929
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Chemical Engineering),4930
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Civil Engineering),4931
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Electrical Engineering),4932
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Engineering Science) ^,4933
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Environmental Engineering),4934
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Industrial and Systems Engineering),4935
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Materials Science and Engineering),4936
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Mechanical Engineering),4937
2022,National University of Singapore,College of Design and Engineering,Bachelor of Arts (Architecture) #,4938
2022,National University of Singapore,College of Design and Engineering,Bachelor of Arts (Industrial Design),4939
2022,National University of Singapore,College of Design and Engineering,Bachelor of Science (Project and Facilities Management),4940
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,4941
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),4942
2022,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),4943
2022,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,4944
2022,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,4945
2022,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,4946
2022,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),4947
2022,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,4948
2022,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,4949
2022,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,4950
2022,Nanyang Technological University,College of Business (Nanyang Business School),Business,4951
2022,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,4952
2022,Nanyang Technological University,College of Engineering,Aerospace Engineering,4953
2022,Nanyang Technological University,College of Engineering,Bioengineering,4954
2022,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,4955
2022,Nanyang Technological University,College of Engineering,Civil Engineering,4956
2022,Nanyang Technological University,College of Engineering,Computer Engineering,4957
2022,Nanyang Technological University,College of Engineering,Computer Science,4958
2022,Nanyang Technological University,College of Engineering,Data Science and Artificial Intelligence ^,4959
2022,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,4960
2022,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,4961
2022,Nanyang Technological University,College of Engineering,Environmental Engineering,4962
2022,Nanyang Technological University,College of Engineering,Information Engineering and Media,4963
2022,Nanyang Technological University,College of Engineering,Maritime Studies,4964
2022,Nanyang Technological University,College of Engineering,Materials Engineering,4965
2022,Nanyang Technological University,College of Engineering,Mechanical Engineering,4966
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",4967
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,4968
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,4969
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,4970
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,4971
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,4972
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major8,4973
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,4974
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy ^,4975
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,4976
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,4977
2022,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,4978
2022,Nanyang Technological University,College of Science,Biological and Biomedical Sciences,4979
2022,Nanyang Technological University,College of Science,Biological Sciences and Psychology ^,4980
2022,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,4981
2022,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,4982
2022,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,4983
2022,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,4984
2022,Nanyang Technological University,College of Science,Physics and Applied Physics,4985
2022,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),4986
2022,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,4987
2022,Nanyang Technological University,National Institute of Education (NIE),Sports Science and Management,4988
2022,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,4989
2022,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4990
2022,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4991
2022,Singapore Management University,School of Business (4-year programme) *,Business Management,4992
2022,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4993
2022,Singapore Management University,School of Economics (4-year programme) *,Economics,4994
